fishid,waterbody,reading,reader,rep,light_type,id,agecap,ann,rad,radcap
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,4,0.8595369715932828,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,5,0.9484427116727706,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,6,1.0114064788577604,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,7,1.0736188768671355,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,8,1.1507443948238636,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,9,1.2066400287351986,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,10,1.256218898548493,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,11,1.315247430284421,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,12,1.3837001397185567,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,13,1.462404848699795,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,14,1.5002034963903308,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,15,1.5245917624847436,1.555296792677197
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,1,0.48001050012499324,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,2,0.6491846802543566,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,3,0.7634422508430709,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,4,0.8809310100712117,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,5,0.9681459086765225,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,6,1.0317370712497331,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,7,1.0904345140358342,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,8,1.1610376984939241,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,9,1.218166483788281,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,10,1.2619147435748443,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,11,1.3317805361150314,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,12,1.4016463286552188,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,13,1.4729869050312108,1.5682328384071187
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,14,1.5682328384071187,1.5682328384071187
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,1,0.36009440687879535,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,2,0.5096186109756418,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,3,0.64509974277074,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,4,0.7494658529061312,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,5,0.8308192407798028,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,6,0.8852705286842912,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,7,0.9641388460806738,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,8,1.0252881261529747,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,9,1.0893561519835568,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,10,1.1434838959049842,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,11,1.193722262118948,1.422548458893169
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,12,1.2662161313305789,1.422548458893169
