fishid,waterbody,reading,reader,rep,light_type,id,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21,rad22,rad23
NST110719038,NST,LEL_1,LEL,1,T,T-NST110719038,2,0.9058558689098981,0.5265584127004307,0.7449261543805263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719038,NST,LSR_1,LSR,1,T,T-NST110719038,2,0.7661160023885998,0.48444757408850214,0.6502422047952259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719038,NST,MJS_1,MJS,1,T,T-NST110719038,2,0.7740994375520971,0.43825347207055493,0.6571082861343291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719039,NST,CJF_1,CJF,1,T,T-NST110719039,4,0.9185993014845932,0.4697919764467018,0.6311590289467095,0.7524074181051409,0.836709567514728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719039,NST,JRS_1,JRS,1,T,T-NST110719039,4,0.8961297672324015,0.453508801272584,0.6158821033019872,0.7266556541843066,0.8237008205986998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719039,NST,LEL_1,LEL,1,T,T-NST110719039,4,1.018930980243878,0.5336006832414243,0.7113726328399698,0.8279925600031157,0.9360662922573048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719039,NST,LSR_1,LSR,1,T,T-NST110719039,4,0.915357135073557,0.5064207930547469,0.6346898075757177,0.7589031048560055,0.8439076130538872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719039,NST,MJS_1,MJS,1,T,T-NST110719039,4,0.9238108533265793,0.48931827984224036,0.6401953576861685,0.7714918261165609,0.8551723350195025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719040,NST,CJF_1,CJF,1,T,T-NST110719040,2,0.7922676441131553,0.4903417325061928,0.6589064948404548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719040,NST,JRS_1,JRS,1,T,T-NST110719040,2,0.7603162709863706,0.4601390175043142,0.6344773893159736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719040,NST,LEL_1,LEL,1,T,T-NST110719040,2,0.8292752359438935,0.5207920679933177,0.7028503799243981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719040,NST,LSR_1,LSR,1,T,T-NST110719040,2,0.8043617706483595,0.5420795358681848,0.6874176062367731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719040,NST,MJS_1,MJS,1,T,T-NST110719040,2,0.7288272593479562,0.4422510077962486,0.6231566645647818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719041,NST,CJF_1,CJF,1,T,T-NST110719041,2,0.7792979769833197,0.4769079436069975,0.643256429042775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719041,NST,JRS_1,JRS,1,T,T-NST110719041,2,0.7219294356937411,0.43540812050793265,0.59051410135132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719041,NST,LEL_1,LEL,1,T,T-NST110719041,2,0.7648239054681248,0.47337998509235235,0.6057715732949647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719041,NST,LSR_1,LSR,1,T,T-NST110719041,2,0.7392021057102178,0.43690970009672386,0.6093701967819426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719041,NST,MJS_1,MJS,1,T,T-NST110719041,2,0.7633632692979893,0.47870891049220593,0.6514307973810622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719042,NST,CJF_1,CJF,1,T,T-NST110719042,2,0.76803352726996,0.41168892165255644,0.6033308389786831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719042,NST,JRS_1,JRS,1,T,T-NST110719042,2,0.7220341453209985,0.4109042640447563,0.5912123567414919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719042,NST,LEL_1,LEL,1,T,T-NST110719042,2,0.746466918690341,0.4010356728959155,0.6045514619432031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719042,NST,LSR_1,LSR,1,T,T-NST110719042,2,0.4816369013124576,0.29561066195981,0.39358226938740937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719042,NST,MJS_1,MJS,1,T,T-NST110719042,2,0.7489223044140054,0.4227398633318368,0.6031080445239524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719043,NST,CJF_1,CJF,1,T,T-NST110719043,5,1.3197785886394766,0.5894786967628843,0.8109562204872229,0.9482029311072534,1.0916298183550392,1.2248109745490483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719043,NST,JRS_1,JRS,1,T,T-NST110719043,6,1.4187555902726385,0.4771709540693539,0.702706700965323,0.9005832104996893,1.049686947887892,1.182663075984389,1.320820101709265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719043,NST,LEL_1,LEL,1,T,T-NST110719043,5,1.3459854585307782,0.6009297666740341,0.8371699005912047,0.9573761078466484,1.083567308064068,1.2277337410880527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719043,NST,LSR_1,LSR,1,T,T-NST110719043,5,1.3721468767698826,0.6648292508179742,0.872810935534201,1.0036797508103774,1.1370916200693166,1.2788368079151353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719043,NST,MJS_1,MJS,1,T,T-NST110719043,5,1.3488042799841364,0.6381381334172065,0.8353467560466215,0.9742780471912983,1.1132698888801955,1.2481079314976546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719044,NST,CJF_1,CJF,1,T,T-NST110719044,2,0.8259119655390541,0.5203360692490012,0.6915515531476863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719044,NST,JRS_1,JRS,1,T,T-NST110719044,2,0.7959128591078193,0.48046503089489906,0.6768451207611724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719044,NST,LEL_1,LEL,1,T,T-NST110719044,2,0.8034133055162465,0.4736897052254524,0.666768843522188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719044,NST,LSR_1,LSR,1,T,T-NST110719044,2,0.8622397707038869,0.5846248724049001,0.7151075153206834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719044,NST,MJS_1,MJS,1,T,T-NST110719044,2,0.826412469558175,0.5135372961863995,0.7023706798088283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719045,NST,CJF_1,CJF,1,T,T-NST110719045,2,0.7461825827086049,0.4162913356163794,0.6196492637479873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719045,NST,JRS_1,JRS,1,T,T-NST110719045,2,0.6979274820732903,0.38244648286558824,0.5790905607319958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719045,NST,LEL_1,LEL,1,T,T-NST110719045,1,0.7080509576900966,0.4234833316314812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719045,NST,LSR_1,LSR,1,T,T-NST110719045,2,0.8741997726549859,0.5358403732568965,0.7438558317681744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719045,NST,MJS_1,MJS,1,T,T-NST110719045,2,0.7612470634497005,0.43633758266703754,0.6513278082160561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719046,NST,CJF_1,CJF,1,T,T-NST110719046,4,1.061241048378951,0.5319162589038141,0.7211802930331799,0.8354377897085591,0.9702447217633727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719046,NST,JRS_1,JRS,1,T,T-NST110719046,4,0.9438562404025408,0.4486153131113199,0.6088672695354532,0.7312437785448426,0.8474345719193008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719046,NST,LEL_1,LEL,1,T,T-NST110719046,4,1.039811515641033,0.5411274652247359,0.717309984361696,0.8307611576857564,0.960985541428286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719046,NST,LSR_1,LSR,1,T,T-NST110719046,4,1.0044765140023266,0.4917146210590674,0.6708713497648291,0.7890638647811236,0.9210565001747507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719046,NST,MJS_1,MJS,1,T,T-NST110719046,4,0.948994957608307,0.43438775965897397,0.6104367205636798,0.726674387436419,0.8558930953691594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719047,NST,CJF_1,CJF,1,T,T-NST110719047,2,0.8518624889774928,0.5396182254131068,0.7137463624609154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719047,NST,JRS_1,JRS,1,T,T-NST110719047,2,0.7979227193402888,0.4962277417928115,0.6731773893803024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719047,NST,LEL_1,LEL,1,T,T-NST110719047,2,0.8144047105915212,0.48312630803188583,0.6701952439465072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719047,NST,LSR_1,LSR,1,T,T-NST110719047,2,0.8812056573828987,0.5592304140461136,0.7617273374206044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719047,NST,MJS_1,MJS,1,T,T-NST110719047,2,0.8269915229442317,0.5165088842181658,0.6959103134069011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719048,NST,CJF_1,CJF,1,T,T-NST110719048,4,1.1580787086016497,0.5973635151309187,0.7868191012263102,0.922020998341915,1.0452064531014842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719048,NST,JRS_1,JRS,1,T,T-NST110719048,4,1.1753495071428348,0.6400086071861961,0.8310763025430595,0.9546751028295931,1.0650123049862141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719048,NST,LEL_1,LEL,1,T,T-NST110719048,4,1.184400959135613,0.609578185037095,0.8030432883398375,0.9640926633570799,1.0646696779268998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719048,NST,LSR_1,LSR,1,T,T-NST110719048,5,1.280427362499083,0.7378661861895872,0.8823401300046804,1.0283217197085857,1.1504250420308633,1.2507608012158502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719048,NST,MJS_1,MJS,1,T,T-NST110719048,4,1.2051376139100678,0.6526065823751294,0.8457338006975518,0.9780170309066051,1.0935903023688904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719049,NST,CJF_1,CJF,1,T,T-NST110719049,5,1.2238346042030062,0.5868977528404424,0.7430995807587405,0.8732842394466948,1.0215643951324709,1.1316780793912846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719049,NST,JRS_1,JRS,1,T,T-NST110719049,4,1.0664404058291037,0.595801587746541,0.7375315979879735,0.8497556173322837,0.9619796366765939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719049,NST,LEL_1,LEL,1,T,T-NST110719049,5,1.2180824250269406,0.5644782037563081,0.7416895263551585,0.8849005717780227,1.0325829281345367,1.1223258680777735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719049,NST,LSR_1,LSR,1,T,T-NST110719049,5,1.282573821352081,0.6810309314539459,0.8196013865073055,0.958803786295334,1.0886330757181053,1.177783684842815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719049,NST,MJS_1,MJS,1,T,T-NST110719049,5,1.1637224834821678,0.5560517088411544,0.7334190779265957,0.8499933692708319,1.0027001353246963,1.0947525385256098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719050,NST,CJF_1,CJF,1,T,T-NST110719050,3,1.0098919978337308,0.5698989596250802,0.745156809234176,0.8943215865071668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719050,NST,JRS_1,JRS,1,T,T-NST110719050,3,1.0541999053498499,0.5899132870729603,0.776851264255051,0.9277950872206182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719050,NST,LEL_1,LEL,1,T,T-NST110719050,3,1.0015437790058148,0.5330670903259936,0.7456987311063098,0.8710232741421108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719050,NST,LSR_1,LSR,1,T,T-NST110719050,3,1.0088589377650272,0.54872482065542,0.7343796097479711,0.88450892392745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719050,NST,MJS_1,MJS,1,T,T-NST110719050,3,0.9870968914233311,0.5379513266583258,0.7082538038127335,0.8632071891159292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719051,NST,CJF_1,CJF,1,T,T-NST110719051,2,0.5774408645546387,0.25614080430189123,0.4830227174945513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719051,NST,JRS_1,JRS,1,T,T-NST110719051,1,0.7892619932588377,0.589996210598863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719051,NST,LEL_1,LEL,1,T,T-NST110719051,2,0.9474296143764558,0.4413109418979415,0.7097905767633252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719051,NST,LSR_1,LSR,1,T,T-NST110719051,2,0.8131604563522816,0.33899559704368354,0.6432982360018105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719051,NST,MJS_1,MJS,1,T,T-NST110719051,2,0.8925002395023287,0.3601397474138231,0.6652322032890359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719052,NST,CJF_1,CJF,1,T,T-NST110719052,2,0.8234898043081083,0.5135877710253213,0.6985293489262419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719052,NST,JRS_1,JRS,1,T,T-NST110719052,2,0.8054975427875954,0.5207098075022865,0.7025793731260497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719052,NST,LEL_1,LEL,1,T,T-NST110719052,2,0.9251610365891134,0.614373858920878,0.7814834217395233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719052,NST,LSR_1,LSR,1,T,T-NST110719052,3,0.7536298016018106,0.2841923244270439,0.455432489148468,0.6063782240562647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719052,NST,MJS_1,MJS,1,T,T-NST110719052,2,0.8170350201708387,0.5183881846632059,0.7009574194164389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719053,NST,CJF_1,CJF,1,T,T-NST110719053,5,1.2508133599259477,0.5627958514512219,0.7787656113394953,0.901960182827126,1.0087060456836208,1.1371390742568248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719053,NST,JRS_1,JRS,1,T,T-NST110719053,5,1.290229890977151,0.6325198420600721,0.7941781739729373,0.9605246927655684,1.0599001784218096,1.1339034918778441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719053,NST,LEL_1,LEL,1,T,T-NST110719053,5,1.2770257946414754,0.4435504581368522,0.6267720780404761,0.8349411793995729,0.9436581818326867,1.0518490336457167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719053,NST,LSR_1,LSR,1,T,T-NST110719053,6,1.2413953990832511,0.5502214866741587,0.7235743196176009,0.85980385938707,0.9658704113127072,1.0610822608096673,1.1459355023501778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719053,NST,MJS_1,MJS,1,T,T-NST110719053,5,1.2179451656260671,0.5623562016237116,0.7701002227277446,0.8886155077480409,0.9913361363924198,1.1145676734451193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719054,NST,CJF_1,CJF,1,T,T-NST110719054,4,1.006525118624068,0.4770617172431086,0.6516879058168769,0.7963900285486163,0.9116964389623763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719054,NST,JRS_1,JRS,1,T,T-NST110719054,4,0.9655257861121482,0.4788363908048831,0.6452431877337801,0.7691460352057881,0.8811528899034388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719054,NST,LEL_1,LEL,1,T,T-NST110719054,4,1.012484160535967,0.4590833576293464,0.6511064539389726,0.7755958279863655,0.8865018689513614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719054,NST,LSR_1,LSR,1,T,T-NST110719054,4,1.050570729209253,0.5380977999344951,0.7203561003272761,0.8495234686174635,0.9568560770621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719054,NST,MJS_1,MJS,1,T,T-NST110719054,4,0.9776275845872884,0.47014078475970705,0.6584414243173138,0.759659635523135,0.890370570779043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719055,NST,CJF_1,CJF,1,T,T-NST110719055,2,0.8500978043285985,0.5074714289388731,0.7196623310043225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719055,NST,JRS_1,JRS,1,T,T-NST110719055,2,0.7904011393749835,0.45084752601854255,0.6478855487094879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719055,NST,LEL_1,LEL,1,T,T-NST110719055,2,0.8752587007572404,0.5138985361087384,0.7300064723105164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719055,NST,LSR_1,LSR,1,T,T-NST110719055,2,0.8529074485962306,0.5117882336568983,0.7008550460288747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719055,NST,MJS_1,MJS,1,T,T-NST110719055,2,0.758961866616201,0.43544260609000296,0.6332434066688865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719056,NST,CJF_1,CJF,1,T,T-NST110719056,2,0.8553102484917682,0.4934440241095487,0.7141510952815409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719056,NST,JRS_1,JRS,1,T,T-NST110719056,2,0.7598986408011474,0.39196840399981886,0.60820115294508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719056,NST,LEL_1,LEL,1,T,T-NST110719056,2,0.7582204999765764,0.39099811944878904,0.5943597958975566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719056,NST,LSR_1,LSR,1,T,T-NST110719056,2,0.9666103691879131,0.5627731565534122,0.8360746020206979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719056,NST,MJS_1,MJS,1,T,T-NST110719056,2,0.8558725583523614,0.4791724198973905,0.7031777086526135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719057,NST,CJF_1,CJF,1,T,T-NST110719057,4,1.2295676763729975,0.6247722712182083,0.8277111735865226,0.9844123059551498,1.1230968062459106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719057,NST,JRS_1,JRS,1,T,T-NST110719057,4,1.2581835067767217,0.6650806935797092,0.9028277374360375,1.0337851649617238,1.1565406684217188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719057,NST,LEL_1,LEL,1,T,T-NST110719057,4,1.3011702981489566,0.7325865266074199,0.9523475709435808,1.0640601477379044,1.1943744415533595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719057,NST,LSR_1,LSR,1,T,T-NST110719057,5,1.3463478547311323,0.733642059235703,0.9581111469742385,1.089405246008973,1.2312905161882093,1.3249321765920898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719057,NST,MJS_1,MJS,1,T,T-NST110719057,4,1.272491274947883,0.6755728790463839,0.9074891070446534,1.054705145674085,1.1635931851248593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719058,NST,CJF_1,CJF,1,T,T-NST110719058,2,0.8347676428573844,0.4863775756130313,0.7065557865426891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719058,NST,JRS_1,JRS,1,T,T-NST110719058,2,0.8509512759268111,0.4997956430563879,0.6813642129623082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719058,NST,LEL_1,LEL,1,T,T-NST110719058,2,0.8843651176485761,0.5285718099327813,0.7160975543944628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719058,NST,LSR_1,LSR,1,T,T-NST110719058,2,0.8816794177202586,0.5374045654870144,0.7175087517784561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719058,NST,MJS_1,MJS,1,T,T-NST110719058,2,0.8718916061994687,0.5304971741231176,0.7299864176920757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719059,NST,CJF_1,CJF,1,T,T-NST110719059,2,0.8774174192734785,0.5227860261301837,0.7323156662756637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719059,NST,JRS_1,JRS,1,T,T-NST110719059,2,0.8575707149710207,0.5125969004867464,0.7198111163933915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719059,NST,LEL_1,LEL,1,T,T-NST110719059,2,0.866027527641519,0.5296169179723528,0.7341096671232221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719059,NST,LSR_1,LSR,1,T,T-NST110719059,2,0.9357844592984415,0.5921486954682871,0.7847633655841773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719059,NST,MJS_1,MJS,1,T,T-NST110719059,2,0.9385750432524816,0.5925205564361447,0.8046265182848173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
