id,reading,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21,rad22
R-NAR032018001,CJF_1,19,1.884958750469321,0.4685562094311677,0.649784080471018,0.7885249068351574,0.9024832880591621,1.0025002957013178,1.0894631568432391,1.1687924072640696,1.2465715066731204,1.3126223074422705,1.3751341854091392,1.4522503608880228,1.5249403864830133,1.5836890384961557,1.6376800786603212,1.6738593604752743,1.7326080124884171,1.7925753535482556,1.8363882460842997,1.884958750469321,NA,NA,NA
R-NAR032018001,CJF_2,19,1.8920783180538938,0.47811429207538975,0.6508119658406326,0.7973030810003994,0.9016987130405866,1.0140388073378253,1.0750011736341838,1.1602275290834148,1.2384166025181258,1.3089636071099622,1.3775680422491954,1.4506624031219901,1.5263041202757428,1.5898138428530595,1.6341542888394198,1.6846248365977685,1.7312102454509097,1.7972673243091846,1.8410029834671906,1.8920783180538938,NA,NA,NA
R-NAR032018001,CJF_3,19,1.8964513570703645,0.46228608655270276,0.6527579552518781,0.798226940424747,0.9158628744099757,1.0149281473377223,1.0920680103356273,1.1648025029220619,1.2458960870242217,1.3160776872252167,1.3840566022204766,1.456791094806911,1.520014432210996,1.585090247641113,1.6296414818602034,1.6903119268788496,1.7385681171500034,1.7846216222154214,1.8430893820283323,1.8964513570703645,NA,NA,NA
R-NAR032018003,CJF_1,4,0.9966614065902245,0.4090541674367329,0.6697144979306864,0.9008963180840269,0.9966614065902245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR032018003,CJF_2,4,0.9486000059016532,0.33606411033916406,0.6070635685975576,0.8154869061890468,0.9486000059016532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR032018003,CJF_3,4,0.9324380206257664,0.3374989619900499,0.5922746774233106,0.7774182217668387,0.9324380206257664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR032018004,CJF_1,12,1.50955079761424,0.4034005653222709,0.5964567118214693,0.7753722700524706,0.9058727595616227,0.9554085740201631,1.0128771196752457,1.0775669915614758,1.1896584630100626,1.258314700494564,1.3385679705797813,1.4253311619307514,1.50955079761424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR032018004,CJF_2,12,1.57215601384698,0.4985453809842447,0.6641318404680373,0.8342755346436539,0.943808445554936,1.0376293147615245,1.1016723463375115,1.160961097296456,1.237283922265484,1.3110325610007731,1.3977220092817986,1.4749028963287392,1.57215601384698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR032018004,CJF_3,11,1.515945771317943,0.6143840495694074,0.7609682974793208,0.8937160994313611,0.9711181175519087,1.0077953600305545,1.0712362101885597,1.1722635870615972,1.25697610927694,1.334378127397488,1.4256165914759087,1.515945771317943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR032018005,CJF_1,4,0.9107902545297817,0.3898017414046625,0.6474669757117919,0.7917885717049323,0.9107902545297817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR032018005,CJF_2,4,0.9051188713407534,0.39114066399553227,0.6453402870893967,0.7832423737822959,0.9051188713407534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR032018005,CJF_3,4,0.8760464360613226,0.36141202459305494,0.6377817253651406,0.7690421785648978,0.8760464360613226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR032018006,CJF_1,4,1.1062922555386137,0.3987674667714847,0.7330196876445028,0.9360985006045781,1.1062922555386137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
