fishid,radcap
NAR032118057,0.686927216
NAR032118058,0.774823851
NAR032118059,1.282878794
NAR032118060,0.958124209
NAR032118061,0.943310129
NAR032118062,1.078807212
NAR032118063,1.177268024
NAR032118064,1.208739012
NAR032118065,1.285009728
NAR032118066,1.532872467
NAR032119001,1.39912294
NAR032119002,1.634792342
NAR032119003,1.046001912
NAR032119004,1.311555565
NAR032119005,1.121488743
NAR032119006,1.171280069
NAR032119007,1.10493484
NAR032119008,0.9566295
NAR032119009,1.531305652
NAR032119010,0.879459493
NAR032119011,0.787901644
NAR032119012,1.188656805
NAR032119013,1.163266092
NAR032119014,1.267222553
NAR032218001,1.087073595
NAR032218002,1.150473381
NAR032218003,1.032203953
NAR032218004,1.405452952
NAR032218005,1.21772657
NAR032218006,1.122629948
NAR032218007,0.967690033
NAR032218008,1.589450534
NAR032218009,1.12962693
NAR032218010,0.766627028
NAR032218011,0.84438143
NAR032218012,0.875125705
NAR032218013,1.252839974
NAR032218014,0.768166649
NAR032219001,1.676521697
NAR032219002,1.066205421
NAR032219003,1.257264093
NAR032219004,1.045889574
NAR032219005,1.692744517
NAR032219006,1.031938467
NAR032219007,1.102524376
NAR032419001,1.735180106
NAR032419002,1.419003171
NAR032419003,1.294752872
NAR032419004,1.322525614
NAR032419005,1.167200069
NAR032419006,0.765000654
NAR032419007,1.149828248
NAR032419008,1.228233284
NAR032519001,1.281554135
NAR032519002,1.381774222
NAR032519003,0.891585666
NAR032519004,1.120346375
NAR032519005,1.384684802
NAR032519006,1.234700369
NAR032519007,1.176078654
NAR032519008,1.074566424
NAR032519009,1.270348377
NAR032519010,2.025852166
NAR032519011,1.229169232
NAR032519012,1.40138824
NAR032519013,1.486334081
NAR032519014,0.860926245
NAR032619001,1.239597515
NAR032619002,1.035343904
NAR032619003,0.92066552
NAR032619004,0.967545865
NAR032619005,0.893747727
NAR032619006,1.359045621
NAR032619007,1.319602971
NAR032619008,1.36893097
NAR032619009,1.13050962
NAR032619010,1.252818023
NAR032619011,1.225255075
NAR032619012,1.175622814
NAR032619013,1.09243993
NAR032619014,1.321647457
NAR032619015,1.961648541
NAR032619016,0.977843034
NAR032619017,1.502918827
NAR032619018,0.770664648
NAR032719001,1.216133216
NAR032719002,1.091941848
NAR032719003,1.563900572
NAR032719004,0.838825965
NAR032719005,1.574203291
NAR032719006,0.916987459
NAR032719007,0.77916943
NAR032719008,1.545972833
NAR032719009,1.11630193
NAR032719010,0.793249645
NAR032719011,1.258342561
NAR032719012,0.990135849
NAR032719013,1.790014804
NAR032719014,1.839442579
NAR032719015,2.192241091
NAR032819001,1.483618886
NAR032819002,1.413931045
NAR032819003,1.847767572
NAR032819004,1.163474108
NAR032819005,0.888041103
NAR032819006,1.171339831
NAR032819007,0.848430315
NAR032919001,1.096967639
NAR032919002,0.991657703
NAR032919003,1.639441978
NAR032919004,1.375453743
NAR032919005,0.916368921
NAR032919006,1.027779159
NAR032919007,0.642241388
NAR032919008,1.724123545
NAR032919009,1.225062039
NAR032919010,1.549557356
NAR032919011,1.615424712
NAR032919012,1.137750851
NAR032919013,1.209814862
NAR032919014,1.417921366
NAR032919015,1.623433707
NAR032919016,1.416001412
NAR032919017,1.778593827
NAR032919018,1.244500301
NAR032919019,0.85831055
NAR032919020,1.272390663
NAR032919021,1.27756174
NAR032919022,1.430779508
NAR032919023,1.513029411
NAR032919024,1.884402558
NAR032919025,1.030014563
NAR033019001,2.070455988
NAR033019002,0.990438287
NAR033019003,1.084200166
NAR033019004,1.303233671
NAR033019005,1.2721529
NAR033019006,1.133005296
NAR033019007,1.450785305
NAR033019008,1.29546015
NAR033019009,0.962688942
NAR033019010,0.903231975
NAR033019011,0.867790873
NAR033019012,1.496914493
NAR033019013,1.041084531
NAR033019014,1.719460671
NAR033019015,1.015370376
NAR033019016,1.243399373
NAR033019017,1.266935279
NAR033019018,1.431605043
NAR033019019,1.719179455
NAR033019020,1.551600786
NAR033019021,0.908442623
NAR040418002,1.501195857
NAR040418003,1.040649797
NAR040418004,1.79194001
NAR040418005,1.583921715
NAR040418006,1.095369344
NAR040418007,0.910965422
NAR040418008,0.638639961
NAR040418009,0.736782193
NAR040418010,0.615350307
NAR040418013,0.819142234
NAR040418014,0.770252556
NAR040418015,1.081819301
NAR040418016,1.217894905
NAR040418017,1.751445118
NAR040418019,1.073148638
NAR040418020,0.609105081
NAR040418021,0.450111097
NAR040418023,0.698736717
NAR040418024,0.612315278
NAR040418025,0.828048912
NAR040418026,0.657146863
NAR040518001,0.724939998
NAR040518002,0.732264979
NAR040518003,1.152278178
NAR040518004,1.776508936
NAR040618001,1.565247584
NAR040618002,1.078548098
NAR040618003,0.995548592
NAR040618004,1.046587311
NAR040618005,0.602322173
NAR040618006,0.956905429
NAR040618008,0.781416662
NAR040618009,0.982267275
NAR040618010,1.723685006
NAR040618011,0.901297953
NAR040618012,0.591449913
NAR040618013,0.838473017
NAR040618014,0.939622265
NAR040618015,1.500509247
NAR040618016,0.918823705
NAR040618017,0.734646173
NAR040618018,1.097565488
NAR040618020,0.858979045
NAR040618021,0.978653156
NAR040618023,1.722167239
NAR040618024,0.973293378
NAR040618025,1.103368026
NAR040618026,0.679759516
NAR040618027,0.734725119
NAR040618028,1.073280019
NAR040618029,0.746497153
NAR040618030,0.513038985
NAR061119001,1.046197878
NAR061119002,0.60876925
NAR061119003,0.845700893
NAR061119004,0.647261925
NAR061119005,0.694344295
NAR061119006,1.051001903
NAR061119007,1.558180028
NAR061119008,1.556800886
NAR061119009,1.113698343
NAR061119010,1.231420724
NAR061119011,1.198085974
NAR061119012,1.203219847
NAR061119013,1.23343423
NAR061119014,1.207745834
NAR061119015,1.145728153
NAR061119016,0.709642868
NAR061119017,0.77678311
NAR061119018,0.878681967
NAR061119019,0.663319682
NAR061119020,0.76090801
NAR061119021,0.715990223
NAR061119022,0.766812233
NAR061119023,0.934980748
NAR061119024,1.279150108
NAR061119025,0.834844297
NAR061119026,0.815416458
NAR061119027,0.800015625
NAR061119028,0.904197434
NAR061119029,0.93448649
NAR061119030,0.681535032
NAR061119031,0.784474346
NAR061119032,1.212940642
NAR061119033,1.303092476
NAR061119034,1.666093935
NAR061119035,1.499915331
NAR061219001,1.362659899
NAR061219002,0.623669784
NAR061219003,0.664639752
NAR061219004,2.462835967
NAR061219005,1.527367015
NAR061219006,1.23184577
NAR061219007,1.019978921
NAR061219008,0.710946552
NAR061219009,0.824801188
NAR061219010,0.884115943
NAR061219012,1.30793769
NAR061219013,1.236511221
NAR061219014,1.217182402
NAR061219015,1.631847113
NAR061219016,1.457126281
NAR061219017,0.978601553
NAR061219018,1.069842044
NAR061219019,1.528934923
NAR061219020,1.655671465
NAR061219021,1.22546685
NAR061219022,1.570726265
NAR061219024,1.611900741
NAR061219025,1.721377355
NAR061219026,0.980759551
NAR061219027,0.886651134
NAR061219028,0.97855656
NAR061219029,0.846365131
NAR061219030,0.542112969
NAR061219031,1.121265663
NAR061319001,1.262700871
NAR061319002,0.781017663
NAR061319003,0.750388019
NAR061319004,0.882477848
NAR061319005,0.791757367
NAR061319006,0.767627496
NAR061319007,0.912008069
NAR061319008,0.868744092
NAR061319009,0.611018524
NAR061319010,0.917564599
NAR061319011,0.729725593
NAR061319012,0.854987431
NAR061319013,0.875189655
NAR061319014,0.73392436
NAR061319015,0.832140703
NAR061319016,0.977047038
NAR061319017,1.004394236
NAR061319018,1.213992955
NAR061319019,1.210467141
NAR061319020,1.307056029
NAR061319021,1.339562156
NAR061319022,1.127236739
NAR061319023,0.816050378
NAR061319024,0.840007422
NAR061319025,1.148871334
NAR061319026,1.156277216
NAR061319027,1.317952958
NAR061319028,1.239620103
NAR061319029,1.208004139
NAR061319030,1.684079867
NAR061319031,1.327506685
NAR061319032,1.59864943
NAR061319033,1.63676052
NAR061319034,1.110827169
NAR061319035,1.448426733
NAR061319036,1.019465056
NAR061319037,0.949174378
NAR061319038,1.016535784
NAR061319039,0.821326366
NAR061319040,0.770346675
NAR061319041,1.199553667
NAR061319042,0.820459018
NAR061419001,1.742884104
NAR061419002,0.882854461
NAR061419003,0.785812319
NAR061419004,0.682994143
NAR061419005,0.902864885
NAR061419006,0.674793302
NAR061419007,0.689524474
NAR061419008,0.660446061
NAR061419009,1.010252444
NAR061419010,0.861470835
NAR061419011,0.858219669
NAR061419012,1.428294437
NAR061419013,0.848426779
NAR061419014,0.898073494
NAR061419015,0.994215771
NAR061419016,0.756700733
NAR061419017,1.367800058
NAR061419018,1.345503995
NAR061419019,1.718013388
NAR061419020,1.425136134
NAR061419021,1.201220213
NAR061419022,1.226115818
NAR061419023,1.114805813
NAR061419024,1.632125608
NAR061419025,0.784863045
NAR061419026,1.306736393
NAR061419027,1.270814306
NAR061419028,1.863915234
NAR061419029,1.316316071
NAR061419030,1.42653987
NAR061419031,1.33945138
NAR061419032,0.805600397
NAR061419033,0.895013966
NAR061419034,1.263914554
NAR061419035,0.78055429
NAR061419036,1.147912889
NAR061419037,0.727962911
NAR061419038,1.47007925
NAR061419039,0.991331428
NAR061419040,0.892851611
RGR031717001,1.029213292
RGR032618001,1.506472701
RGR032618002,1.312160432
RGR032618003,1.402044935
RGR032618004,2.404771299
RGR032618005,1.329294926
RGR032718001,1.298550346
RGR032718002,1.333725984
RGR032718003,2.073273016
RGR032718004,0.776739982
RGR032718005,2.026585799
RGR032718006,1.493003014
RGR032817001,0.847274454
RGR032817002,0.914466511
RGR032817004,1.076398625
RGR032817005,0.992010585
RGR032817006,1.013834799
RGR032817007,0.828806974
RGR032817008,1.199540745
RGR032817009,1.101866144
RGR032817010,1.142221082
RGR032817011,1.158414865
RGR032817012,1.138364177
RGR032817013,2.426487379
RGR032818001,1.296754796
RGR032818002,1.268908586
RGR032818003,1.266274062
RGR032818004,1.441994799
RGR032818005,1.970025381
RGR032917001,0.74912282
RGR032917002,1.091011457
RGR032917003,1.325166405
RGR032917004,1.204425174
RGR032917005,0.940660406
RGR032917006,1.103352165
RGR032917007,1.32881338
RGR032917008,1.243714597
RGR032917009,1.427224579
RGR032917010,1.080360125
RGR032917011,1.24580777
RGR032917012,1.182235594
RGR032917013,1.353195477
RGR032917014,1.235161933
RGR032917015,2.591804005
RGR032918001,1.079896754
RGR032918002,0.877679326
RGR032918003,1.174400272
RGR032918004,1.975743151
RGR033017001,1.096733787
RGR033017002,1.93693495
RGR033017003,1.245526796
RGR033017004,1.250436724
RGR033017005,0.933694811
RGR033017006,1.231229061
RGR033017007,1.451422061
RGR033017008,0.804278559
RGR033017009,0.813467885
RGR033017010,1.351766252
RGR033017011,1.171864327
RGR033017012,1.253776695
RGR033018001,1.336731087
RGR033018002,1.071332815
RGR033018003,1.341269921
RGR033018004,1.764849285
RGR033018005,1.251706835
RGR033018006,2.080078124
RGR033018007,1.299122781
RGR033117001,1.13242439
RGR033117002,1.542862275
RGR033117003,1.259114768
RGR033117004,1.357339309
RGR033117005,1.277504207
RGR033117006,1.04434908
RGR033117007,0.838978546
RGR033117008,1.153986568
RGR033117009,1.19835095
RGR033117010,1.129475985
RGR033117011,1.286821277
RGR033117012,1.363539512
RGR033117013,1.085417892
RGR033117014,2.597926866
RGR040318001,1.479354589
RGR040318002,1.202597605
RGR040318003,1.347194492
RGR040318004,2.671696465
RGR040318005,1.023087484
RGR040318006,1.224330429
RGR040318007,1.432551919
RGR040318008,1.28624259
RGR040318009,1.265376229
RGR040318010,2.594901154
RGR040318011,2.421698784
RGR040318012,1.549148153
RGR040318013,1.145108292
RGR040318014,1.18782364
RGR040417001,1.373499545
RGR040417002,1.411324555
RGR040417003,1.15865655
RGR040417004,1.375809943
RGR040417005,1.244209789
RGR040417006,1.383710952
RGR040417007,1.241058016
RGR040417008,1.382560306
RGR040417009,1.134573488
RGR040417010,1.234679716
RGR040417011,1.945350354
RGR040418001,1.215979029
RGR040418002,1.107549547
RGR040418003,1.535051791
RGR040418004,1.320301859
RGR040418005,1.190483095
RGR040418006,1.222276564
RGR040418007,1.103681566
RGR040418008,2.150049534
RGR040517001,1.134714942
RGR040517002,1.005121386
RGR040517003,1.223611867
RGR040517004,0.766287805
RGR040517005,1.350312927
RGR040517006,1.275403074
RGR040517007,1.104623465
RGR040518001,1.32545728
RGR040518002,1.09613366
RGR040518003,1.442083215
RGR040518004,2.197096493
RGR040518005,1.271791256
RGR040518006,1.545983506
RGR040518007,1.248910325
RGR040518008,1.263380386
RGR040518009,1.540131488
RGR040617001,0.990641206
RGR040617002,1.186328791
RGR040617003,1.189211924
RGR040617004,1.30243042
RGR040617005,1.209590013
RGR040617006,1.142282802
RGR040717001,1.244249573
RGR040717002,1.359609135
RGR040717003,1.385262791
RGR040717004,1.588541469
RGR040717005,1.286459482
RGR040717006,1.791129532
RGR040717007,1.165415806
RGR040717008,1.410008865
RGR040717009,1.195518716
RGR041018001,1.189245559
RGR041018002,1.117143679
RGR041018003,1.245423623
RGR041117001,0.971648084
RGR041117002,0.783663831
RGR041117003,1.003576106
RGR041117004,2.549386201
